STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2017,,15.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2018,,15.2,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2019,,14.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2020,,13.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2021,,15.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,16.5,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2023,,17.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2015,,26.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2016,,26.6,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2017,,32.3,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2018,,32.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2019,,33.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2020,,34.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2021,,34.0,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2022,,32.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2023,,30.7,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2024,,30.4,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,UK,United Kingdom,2015,,23.1,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,UK,United Kingdom,2016,,21.9,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,UK,United Kingdom,2017,,21.8,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,PC,Percentage,UK,United Kingdom,2018,,22.8,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AL,Albania,2021,,1320,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2015,,1434,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2016,,1481,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2017,,1478,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2018,,1457,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2019,,1434,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2020,,1460,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2021,,1519,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2022,,1555,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,AT,Austria,2023,,1592,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2015,,2397,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2016,,2474,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2017,,2457,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2018,,2310,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2019,,2260,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2020,,2307,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2021,,2142,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2022,,2144,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2023,,2150,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BE,Belgium,2024,,2121,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2015,,3124,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2016,,2938,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2017,,2705,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2018,,2331,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2019,,2324,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2020,,2332,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2021,,2193,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2022,,2206,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2023,,1933,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,BG,Bulgaria,2024,,1953,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2015,,1476,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2016,,1466,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2017,,1519,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2018,,1483,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2019,,1628,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2020,,1567,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2021,,1501,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2022,,1614,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2023,,1699,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2015,,192,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2016,,191,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2017,,182,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2018,,164,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2019,,162,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2020,,156,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2021,,154,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2022,,150,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2023,,153,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2024,,164,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2015,,1342,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2016,,1279,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2017,,1252,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2018,,1225,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2019,,1264,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2020,,1205,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2021,,1132,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2022,,1209,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2023,,1247,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2024,,1183,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2015,,16080,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2016,,16137,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2017,,15356,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2018,,15107,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2019,,17401,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2020,,16735,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2021,,17255,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2022,,17543,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2023,,17886,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2024,,17687,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2015,,1045,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2016,,992,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2017,,1013,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2018,,1000,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2019,,994,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2020,,970,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2021,,1000,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2022,,997,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2023,,1056,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,DK,Denmark,2024,,1065,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2015,,76519,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2016,,76144,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2017,,72768,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2018,,72448,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2019,,73441,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2020,,73065,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2021,,74566,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2022,,74777,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EA20,Euro area – 20 countries (from 2023),2023,,74506,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2015,,307,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2016,,301,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2017,,303,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2018,,308,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2019,,311,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2020,,300,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2021,,293,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2022,,332,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2023,,327,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EE,Estonia,2024,,302,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2015,,3470,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2016,,3469,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2017,,3429,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2018,,3191,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2019,,3059,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2020,,2880,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2021,,2971,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2022,,2722,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EL,Greece,2023,,2658,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2015,,13188,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2016,,13244,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2017,,12641,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2018,,12585,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2019,,12169,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2020,,12642,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2021,,13040,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2022,,12189,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2023,,12552,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,ES,Spain,2024,,12458,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2015,,104877,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2016,,103556,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2017,,98142,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2018,,95066,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2019,,95431,,be,"break in time series, estimated",,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2020,,94461,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2021,,95405,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2022,,95280,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,EU27_2020,European Union - 27 countries (from 2020),2023,,94551,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2015,,910,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2016,,892,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2017,,868,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2018,,900,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2019,,788,,b,break in time series,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2020,,810,,,,,
dataflow,ESTAT:SDG_01_10(1.0),Persons at risk of poverty or social exclusion,A,Annual,TOTAL,Total,THS_PER,Thousand persons,FI,Finland,2021,,773,,,,,
